cell_name,sample,cell_type,cell_subtype,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,source,cell_cohort
cy53_1_CD45_neg_C04_S316_comb,Mel53,Endothelial,Endothelial,5257,-8.1685,-25.9917,0.0945,-0.1387,Not cycling,,"","",treatment.naive,Tirosh
CY94CD45POS_1_C01_S121_comb,Mel94,B_cell,B_cell,6484,20.6515,-2.8033,-0.0788,0.0204,Not cycling,1.3194,Interferon,Interferon,post.treatment,Tirosh
cy79_p3_CD45_pos_PD1_neg_C11_S131_comb,Mel79,B_cell,B_cell,2474,-13.6223,14.986,0.1218,0.0441,Not cycling,,"","",treatment.naive,Tirosh
cy74_CD45_pos_D12_S720_comb,Mel74,T_cell,T_Cell_CD8,2025,5.239,7.4647,-0.2036,0.0132,Not cycling,1.7208,CD8 - Interferon,CD8 - Interferon,post.treatment,Tirosh
cy80_Cd45_pos_Pd1_neg_S276_D12_S276_comb,Mel80,B_cell,B_cell,2633,-13.3675,16.0548,-0.1067,-0.042,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_pos_PD1_pos_E09_S153_comb,Mel80,B_cell,B_cell,5146,6.1694,4.6111,0.0591,0.0316,Not cycling,,"","",treatment.naive,Tirosh
Cy72_CD45_A05_S677_comb,Mel72,B_cell,B_cell,3181,-12.3988,18.1926,-0.0193,-0.0559,Not cycling,,"","",post.treatment,Tirosh
cy80_CD45_neg_D07_S427_comb,Mel80,"",Unassigned,5024,15.2618,-0.1006,,,"",,"","",treatment.naive,Tirosh
CY88_5_F12_S744_comb,Mel88,Malignant,Malignant,6458,14.2843,36.8645,0.7606,0.0691,G1/S,1.006,Cell Cycle - G1/S,Cell Cycle - G1/S,post.treatment,Tirosh
cy60_1_cd_45_pos_3_G02_S362_comb,Mel60,B_cell,B_cell,3247,-8.2546,17.5512,0.1042,-0.0518,Not cycling,1.362,MHC-II,MHC-II,post.treatment,Tirosh
CY89A_CD45_POS_6_F06_S162_comb,Mel89,Macrophage,Macrophage,5188,-29.3853,19.8164,-0.1286,0.0817,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45pos_4_E10_S58_comb,Mel94,B_cell,B_cell,4542,-11.074,15.5369,-0.1447,-0.0684,Not cycling,0.8218,MHC-II,"",post.treatment,Tirosh
cy80_CD45_neg_B05_S401_comb,Mel80,"",Unassigned,3677,15.2916,-0.0339,,,"",,"","",treatment.naive,Tirosh
CY89A_CD45_POS_10_B11_S215_comb,Mel89,B_cell,B_cell,3218,-14.0272,15.5495,-0.0767,-0.1096,Not cycling,,"","",treatment.naive,Tirosh
cy79_p4_CD45_neg_PDL1_neg_G01_S1129_comb,Mel79,Malignant,Malignant,3197,19.7585,-29.6796,-0.1787,-0.2642,Not cycling,1.0019,Respiration,Respiration,treatment.naive,Tirosh
CY88CD45POS_2_F06_S450_comb,Mel88,Macrophage,Macrophage,3533,-27.2223,22.0383,0.0647,0.1246,Not cycling,,"","",post.treatment,Tirosh
cy94_cd45pos_H04_S184_comb,Mel94,B_cell,B_cell,4145,-12.8014,15.0335,-0.1557,-0.011,Not cycling,0.9207,MHC-II,"",post.treatment,Tirosh
CY89A_Core_15_H02_S86_comb,Mel89,B_cell,B_cell,3405,-11.448,13.8884,-0.0855,-0.0377,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S275_D11_S275_comb,Mel80,B_cell,B_cell,3656,-12.8716,16.9919,0.0901,0.042,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45neg_cd90pos_G05_S365_comb,Mel94,"",Unassigned,3625,3.1399,-26.0284,,,"",,"","",post.treatment,Tirosh
Cy71_CD45_D04_S520_comb,Mel71,Malignant,Malignant,3384,17.7597,-29.5141,-0.0685,-0.0498,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45neg_cd90pos_B04_S304_comb,Mel94,Endothelial,Endothelial,6052,-7.322,-24.9196,-0.0188,-0.1657,Not cycling,,"","",post.treatment,Tirosh
cy60_1_cd_45_pos_4_E07_S55_comb,Mel60,B_cell,B_cell,2920,-9.5907,17.0565,-0.1042,-0.0412,Not cycling,0.4475,Progenitor,"",post.treatment,Tirosh
cy53_1_CD45_pos_1_F04_S64_comb,Mel53,NK_cell,NK_cell,4466,4.0902,-10.5224,-0.0978,0.0267,Not cycling,,"","",treatment.naive,Tirosh
CY89A_Core_15_A07_S7_comb,Mel89,"",Unassigned,2406,16.1394,-2.6051,,,"",,"","",treatment.naive,Tirosh
cy80_CD45_neg_F12_S936_comb,Mel80,Endothelial,Endothelial,2972,-7.4587,-25.7669,-0.144,0.0681,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_F10_S934_comb,Mel80,Endothelial,Endothelial,3781,-7.424,-25.7907,-0.1177,0.144,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_D05_S233_comb,Mel89,"",Unassigned,4054,-12.887,34.5436,,,"",,"","",treatment.naive,Tirosh
CY94CD45POS_1_A06_S102_comb,Mel94,B_cell,B_cell,2595,-11.4669,16.1278,0.0313,-0.073,Not cycling,0.7088,MHC-II,"",post.treatment,Tirosh
cy80_Cd45_pos_Pd1_neg_S241_C01_S241_comb,Mel80,B_cell,B_cell,4182,-11.9644,17.4323,-0.094,-0.0565,Not cycling,,"","",treatment.naive,Tirosh
cy82_CD45_pos_2_G12_S564_comb,Mel82,"",Unassigned,3326,-42.236,7.4209,,,"",,"","",treatment.naive,Tirosh
CY84_PRIM_POS_ALL_8_E07_S151_comb,Mel84,"",Unassigned,5591,-30.8234,19.6871,,,"",,"","",treatment.naive,Tirosh
CY89A_Core_15_B03_S15_comb,Mel89,"",Unassigned,4311,-12.9526,34.659,,,"",,"","",treatment.naive,Tirosh
cy80_CD45_neg_A10_S394_comb,Mel80,"",Unassigned,7052,20.4992,-2.2845,,,"",,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G06_S558_comb,Mel79,B_cell,B_cell,2913,-13.7331,18.6259,-0.0923,0.1123,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD_90_pos_F09_S933_comb,Mel80,Fibroblast,Fibroblast,3061,-11.8834,-7.063,1.2412,1.8431,Intermediate,,"","",treatment.naive,Tirosh
CY94CD45POS_1_D07_S139_comb,Mel94,B_cell,B_cell,3863,-12.1566,16.5053,-0.1517,-0.1642,Not cycling,1.2095,MHC-II,MHC-II,post.treatment,Tirosh
cy94_cd45pos_B06_S114_comb,Mel94,B_cell,B_cell,5966,20.534,-3.0812,0.1653,-0.0811,Not cycling,0.7095,MHC-II,"",post.treatment,Tirosh
CY84_PRIM_POS_ALL_7_B06_S210_comb,Mel84,NK_cell,NK_cell,2517,5.9528,-6.6733,0.0093,-0.0781,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD_90_pos_F03_S927_comb,Mel80,Fibroblast,Fibroblast,3248,-8.5194,-5.6927,0.0987,-0.0357,Not cycling,,"","",treatment.naive,Tirosh
CY58_1_CD45_B06_S978_comb,Mel58,"",Unassigned,4381,-12.9782,34.7121,,,"",,"","",post.treatment,Tirosh
cy88_cd_45_pos_E06_S438_comb,Mel88,Macrophage,Macrophage,4382,-27.3016,22.7747,-0.0549,0.1958,Not cycling,,"","",post.treatment,Tirosh
cy84_Primary_CD45_pos_G02_S458_comb,Mel84,B_cell,B_cell,3884,-12.5419,15.4065,0.0278,-0.1405,Not cycling,,"","",treatment.naive,Tirosh
cy79_p4_CD45_pos_PD1_pos_B10_S310_comb,Mel79,B_cell,B_cell,2852,-14.4189,16.6804,0.0563,-0.0151,Not cycling,,"","",treatment.naive,Tirosh
CY84_PRIM_POS_ALL_8_B11_S119_comb,Mel84,Macrophage,Macrophage,4794,-28.3071,21.2632,0.1091,0.1338,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45pos_4_B06_S18_comb,Mel94,Macrophage,Macrophage,4330,-12.9672,34.5683,-0.0818,-0.1897,Not cycling,,"","",post.treatment,Tirosh
cy94_cd45pos_4_D08_S44_comb,Mel94,B_cell,B_cell,7944,20.3897,-2.3805,0.1055,0.126,Not cycling,1.0721,Memory,"",post.treatment,Tirosh
cy60_1_cd_45_pos_3_F03_S351_comb,Mel60,B_cell,B_cell,3946,-7.7562,18.1429,-0.1078,-0.0785,Not cycling,0.7638,MHC-II,"",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D02_S998_comb,Mel60,B_cell,B_cell,2793,-8.1567,18.4441,0.1516,-0.1492,Not cycling,0.5908,Interferon,"",post.treatment,Tirosh
CY89FNA_A03_S195_comb,Mel89,T_cell,T_Cell_CD8,2938,4.6144,-8.9667,-0.0759,-0.1063,Not cycling,0.6159,CD8 - Unassigned1,"",treatment.naive,Tirosh
cy74_CD45_pos_E07_S727_comb,Mel74,B_cell,B_cell,2366,-14.2364,17.7062,0.0842,0.0071,Not cycling,,"","",post.treatment,Tirosh
CY88CD45_150813_F06_S354_comb,Mel88,Macrophage,Macrophage,6277,-27.9025,22.4541,-0.0052,0.0206,Not cycling,,"","",post.treatment,Tirosh
cy88_cd_45_pos_B11_S407_comb,Mel88,B_cell,B_cell,2103,-8.7502,18.0494,0.2459,-0.0314,Not cycling,,"","",post.treatment,Tirosh
Cy74_CD45_D08_S428_comb,Mel74,B_cell,B_cell,2872,-9.0115,16.9698,0.1222,0.1886,Not cycling,,"","",post.treatment,Tirosh
cy53_1_CD45_neg_H05_S377_comb,Mel53,Endothelial,Endothelial,5059,-8.1136,-25.9551,0.0856,-0.0212,Not cycling,,"","",treatment.naive,Tirosh
Cy72_CD45_A01_S673_comb,Mel72,"",Unassigned,8625,19.8249,-1.3761,,,"",,"","",post.treatment,Tirosh
CY89A_Core_15_G12_S84_comb,Mel89,"",Unassigned,3188,14.8949,-3.3455,,,"",,"","",treatment.naive,Tirosh
cy53_1_CD45_pos_2_D05_S1001_comb,Mel53,Macrophage,Macrophage,6256,-12.9532,34.738,-0.0312,0.0595,Not cycling,,"","",treatment.naive,Tirosh
CY89A_CD45_POS_6_E01_S145_comb,Mel89,B_cell,B_cell,4639,-11.311,16.404,0.5117,2.6757,G2/M,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S339_G03_S339_comb,Mel80,B_cell,B_cell,2442,-14.5666,17.3315,-0.0795,0.089,Not cycling,,"","",treatment.naive,Tirosh
cy72_CD45_pos_B06_S882_comb,Mel72,B_cell,B_cell,3763,-12.9738,18.6251,-0.0219,0.0968,Not cycling,,"","",post.treatment,Tirosh
cy79_p3_CD45_pos_PD1_neg_E11_S155_comb,Mel79,B_cell,B_cell,2298,-14.6704,17.4445,0.0839,-0.0815,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C12_S516_comb,Mel79,B_cell,B_cell,2257,-14.9242,17.7618,-0.1365,-0.0398,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45pos_A09_S105_comb,Mel94,B_cell,B_cell,7112,20.1113,-2.9315,0.2463,-0.0154,Not cycling,0.4758,Plasma,"",post.treatment,Tirosh
Cy74_CD45_C10_S418_comb,Mel74,"",Unassigned,3196,-12.9022,34.5605,,,"",,"","",post.treatment,Tirosh
CY89FNA_C06_S222_comb,Mel89,B_cell,B_cell,2851,-11.0118,16.2098,0.0282,-0.0192,Not cycling,,"","",treatment.naive,Tirosh
CY84_PRIM_POS_ALL_8_E10_S154_comb,Mel84,NK_cell,NK_cell,3542,3.3409,-9.879,-0.0177,0.0531,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_3_H10_S382_comb,Mel60,B_cell,B_cell,2147,-8.3482,18.2912,-0.0193,-0.0656,Not cycling,0.6744,B-cells1,"",post.treatment,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H06_S1050_comb,Mel60,B_cell,B_cell,3010,-7.9303,18.3594,-0.1637,-0.1089,Not cycling,0.4862,MHC-II,"",post.treatment,Tirosh
cy94_cd45pos_F01_S157_comb,Mel94,T_cell,T_Cell_CD8,4660,16.1774,-1.9029,0.1281,0.0611,Not cycling,0.7728,CD8 - Memory/Naive1,"",post.treatment,Tirosh
cy53_1_CD45_pos_1_D06_S42_comb,Mel53,Macrophage,Macrophage,5865,-30.3325,19.5107,0.0889,-0.2069,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B01_S973_comb,Mel60,B_cell,B_cell,3182,-11.9693,8.5264,-0.1545,0.0894,Not cycling,2.0821,Germinal Center,Germinal Center,post.treatment,Tirosh
cy53_1_CD45_neg_H03_S375_comb,Mel53,Endothelial,Endothelial,4216,-8.206,-24.9462,-0.0232,-0.0594,Not cycling,,"","",treatment.naive,Tirosh
CY88CD45POS_2_F02_S446_comb,Mel88,"",Unassigned,2212,-8.3537,-1.9698,,,"",,"","",post.treatment,Tirosh
cy80_CD45_neg_B05_S881_comb,Mel80,Malignant,Malignant,2423,-8.3185,-2.0105,-0.2858,-0.3284,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_4_A12_S12_comb,Mel60,B_cell,B_cell,2943,-9.8273,16.71,-0.0712,-0.1522,Not cycling,0.3378,MHC-II,"",post.treatment,Tirosh
Cy81_Bulk_CD45_F04_S160_comb,Mel81,Endothelial,Endothelial,3165,3.7722,-36.1836,-0.0119,0.01,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_3_F05_S353_comb,Mel60,B_cell,B_cell,2277,-8.5664,18.4378,-0.0929,-0.0683,Not cycling,0.9733,MHC-II,"",post.treatment,Tirosh
CY89FNAQ2_D04_S424_comb,Mel89,Malignant,Malignant,9425,16.853,7.5926,0.3113,0.0689,Not cycling,0.4153,PDAC classical,"",treatment.naive,Tirosh
cy58_1_CD45_pos_H11_S671_comb,Mel58,Macrophage,Macrophage,8319,-30.5011,17.3363,-0.1105,-0.1384,Not cycling,,"","",post.treatment,Tirosh
CY89COREQ1_E11_S347_comb,Mel89,B_cell,B_cell,3184,-13.9658,15.9133,0.1177,0.1226,Not cycling,,"","",treatment.naive,Tirosh
cy84_Primary_CD45_pos_A04_S388_comb,Mel84,B_cell,B_cell,3713,-10.1026,16.981,-0.1039,-0.1575,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_neg_G10_S370_comb,Mel53,Fibroblast,Fibroblast,4085,3.2721,-25.9834,0.0098,-0.0503,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_3_D05_S329_comb,Mel60,B_cell,B_cell,2620,-8.2614,17.7165,-0.098,-0.1139,Not cycling,0.9036,MHC-II,"",post.treatment,Tirosh
CY89COREQ1_C02_S314_comb,Mel89,B_cell,B_cell,4434,-11.2651,16.3756,-0.0174,-0.0784,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_PD1_pos_C12_S72_comb,Mel80,T_cell,T_Cell_CD4,7003,10.4893,8.0149,-0.0308,-0.2473,Not cycling,0.76,CD4 - Dysfunction,"",treatment.naive,Tirosh
cy94_cd45pos_4_C06_S30_comb,Mel94,B_cell,B_cell,4148,20.4395,-3.0813,-0.0825,-0.081,Not cycling,0.6138,MHC-II,"",post.treatment,Tirosh
cy80_CD45_neg_H05_S953_comb,Mel80,"",Unassigned,3456,-7.4324,-25.7002,,,"",,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_3_E08_S344_comb,Mel60,B_cell,B_cell,4067,-8.7873,17.5951,0.08,-0.1076,Not cycling,1.3467,Memory,Memory,post.treatment,Tirosh
cy94_cd45neg_cd90pos_F01_S349_comb,Mel94,Fibroblast,Fibroblast,5664,3.1414,-27.0677,-0.0566,-0.0516,Not cycling,,"","",post.treatment,Tirosh
Cy72_CD45_G03_S747_comb,Mel72,"",Unassigned,2528,-11.4344,18.0645,,,"",,"","",post.treatment,Tirosh
CY89A_CD45_POS_6_B07_S115_comb,Mel89,B_cell,B_cell,2991,-12.0529,15.7356,0.0235,0.1738,Not cycling,,"","",treatment.naive,Tirosh
cy84_Primary_CD45_pos_A12_S396_comb,Mel84,B_cell,B_cell,3636,-9.9956,16.6637,-0.0927,-0.1914,Not cycling,,"","",treatment.naive,Tirosh
CY94CD45POS_1_G02_S170_comb,Mel94,B_cell,B_cell,8293,20.7022,-2.6738,-0.1189,-0.1297,Not cycling,0.3176,MHC-II,"",post.treatment,Tirosh
cy78_CD45_neg_3_B03_S687_comb,Mel78,Malignant,Malignant,4945,-10.1035,-38.3587,-0.1108,-0.1942,Not cycling,0.6631,Protein maturation,"",post.treatment,Tirosh
CY89A_CD45_POS_6_C11_S131_comb,Mel89,T_cell,T_cell,3356,14.1421,-2.0271,0.0483,-0.0032,Not cycling,0.8937,CD8 - Memory/Naive1,"",treatment.naive,Tirosh
cy80_CD45_pos_PD1_pos_E01_S145_comb,Mel80,B_cell,B_cell,4015,-11.6632,17.7857,0.1523,0.0373,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_G05_S269_comb,Mel89,B_cell,B_cell,2674,-12.7715,15.7163,-0.0951,0.0237,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A12_S972_comb,Mel60,B_cell,B_cell,2675,-8.4207,18.6242,-0.1579,0.0131,Not cycling,0.9499,Stress,"",post.treatment,Tirosh
cy82_CD45_pos_2_D09_S525_comb,Mel82,Macrophage,Macrophage,3803,-30.0503,21.2498,0.0757,0.0628,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_E07_S247_comb,Mel89,B_cell,B_cell,3248,-10.6105,16.46,-0.0202,-0.1367,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_B07_S211_comb,Mel89,"",Unassigned,3356,4.2356,-2.5516,,,"",,"","",treatment.naive,Tirosh
cy80_CD45_neg_G02_S458_comb,Mel80,Malignant,Malignant,11207,9.493,-9.8121,0.6334,0.5503,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_pos_1_H12_S96_comb,Mel53,Macrophage,Macrophage,9504,13.8279,5.9932,0.2228,0.0082,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_G03_S267_comb,Mel89,B_cell,B_cell,3167,-12.8077,15.4181,0.1503,-0.031,Not cycling,,"","",treatment.naive,Tirosh
cy94_cd45pos_H09_S189_comb,Mel94,B_cell,B_cell,3819,-13.5441,15.7079,0.0678,-0.0173,Not cycling,0.9675,MHC-II,"",post.treatment,Tirosh
cy82_CD45_pos_1_C12_S516_comb,Mel82,"",Unassigned,5116,3.0483,-26.7967,,,"",,"","",treatment.naive,Tirosh
CY88CD45_150813_C02_S314_comb,Mel88,Macrophage,Macrophage,3003,-26.7418,21.8231,0.0815,-0.2,Not cycling,,"","",post.treatment,Tirosh
cy60_1_cd_45_pos_3_C10_S322_comb,Mel60,B_cell,B_cell,2897,-8.2632,18.498,-0.1636,-0.0744,Not cycling,0.0068,Respiration,"",post.treatment,Tirosh
cy79_p3_CD45_pos_PD1_neg_F03_S159_comb,Mel79,B_cell,B_cell,2708,-14.0931,17.7627,-0.0353,0.172,Not cycling,,"","",treatment.naive,Tirosh
cy82_CD45_pos_3_C08_S32_comb,Mel82,NK_cell,NK_cell,3454,4.1969,-10.3675,-0.028,0.1814,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_PD1_pos_S136_F04_S136_comb,Mel80,T_cell,T_Cell_CD4,6457,10.2565,8.0864,0.0946,-0.2172,Not cycling,0.937,CD4 - Glycolysis/MYC,"",treatment.naive,Tirosh
Cy81_Bulk_CD45_C09_S129_comb,Mel81,"",Unassigned,13276,3.8701,-39.0791,,,"",,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G03_S555_comb,Mel79,B_cell,B_cell,3098,-14.4476,18.535,-0.0721,-0.0141,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_pos_2_B09_S981_comb,Mel53,Macrophage,Macrophage,3672,-29.4034,18.8609,-0.0207,0.1255,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S245_C05_S245_comb,Mel80,B_cell,B_cell,4521,-11.603,17.2832,-0.0803,-0.009,Not cycling,,"","",treatment.naive,Tirosh
Cy72_CD45_B09_S693_comb,Mel72,B_cell,B_cell,2916,-11.2311,18.3213,-0.2147,-0.1447,Not cycling,,"","",post.treatment,Tirosh
cy94_cd45pos_4_C02_S26_comb,Mel94,T_cell,T_cell,2751,15.9646,-3.7328,-0.0291,-0.1578,Not cycling,1.795,CD4 - Interferon,CD4 - Interferon,post.treatment,Tirosh
cy94_cd45neg_cd90pos_A01_S289_comb,Mel94,Endothelial,Endothelial,5401,-8.3291,-25.2033,0.1498,0.0894,Not cycling,,"","",post.treatment,Tirosh
cy80_CD45_neg_F10_S454_comb,Mel80,B_cell,B_cell,2525,-12.3383,17.5689,0.0662,-0.0639,Not cycling,,"","",treatment.naive,Tirosh
cy84_Primary_CD45_pos_D12_S432_comb,Mel84,B_cell,B_cell,3194,-10.2339,16.5582,7e-04,-0.0955,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S297_E09_S297_comb,Mel80,B_cell,B_cell,4254,-12.7209,16.7752,-0.2234,-0.1047,Not cycling,,"","",treatment.naive,Tirosh
CY89A_CD45_POS_6_A11_S107_comb,Mel89,B_cell,B_cell,2890,-11.5552,13.8778,-0.1388,-0.0616,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D08_S524_comb,Mel79,B_cell,B_cell,2850,-14.4143,18.635,-0.0506,-0.123,Not cycling,,"","",treatment.naive,Tirosh
CY88CD45_150813_H06_S378_comb,Mel88,"",Unassigned,2306,-7.5848,-1.5077,,,"",,"","",post.treatment,Tirosh
CY89COREQ1_F05_S353_comb,Mel89,B_cell,B_cell,3982,-13.3598,15.7709,0.1327,-0.131,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A10_S970_comb,Mel60,B_cell,B_cell,3376,-8.2359,18.6676,-0.1227,-0.145,Not cycling,1.2706,MHC-II,MHC-II,post.treatment,Tirosh
cy60_1_cd_45_pos_3_E05_S341_comb,Mel60,B_cell,B_cell,2649,-8.6699,17.1104,0.061,-0.1017,Not cycling,1.2164,MHC-II,MHC-II,post.treatment,Tirosh
cy72_CD45_pos_H04_S952_comb,Mel72,B_cell,B_cell,3634,-12.9357,18.6646,-0.0802,0.0318,Not cycling,,"","",post.treatment,Tirosh
cy80_CD_90_pos_F07_S931_comb,Mel80,Fibroblast,Fibroblast,7958,-12.0623,-7.3286,0.0443,0.3389,Not cycling,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_3_D03_S327_comb,Mel60,B_cell,B_cell,3475,-7.9023,18.2144,0.0292,0.1404,Not cycling,0.71,MHC-II,"",post.treatment,Tirosh
Cy81_Bulk_CD45_G05_S173_comb,Mel81,"",Unassigned,2360,3.7119,-36.0456,,,"",,"","",treatment.naive,Tirosh
cy94_cd45pos_B04_S112_comb,Mel94,B_cell,B_cell,6119,20.0063,-3.1291,-0.0964,-0.0487,Not cycling,0.9329,MHC-II,"",post.treatment,Tirosh
cy80_CD45_pos_PD1_pos_H01_S181_comb,Mel80,NK_cell,NK_cell,4881,3.0451,-9.888,-0.0582,0.1236,Not cycling,,"","",treatment.naive,Tirosh
CY88CD45POS_2_H11_S479_comb,Mel88,B_cell,B_cell,2939,-7.7402,-1.0946,0.0693,0.1086,Not cycling,,"","",post.treatment,Tirosh
CY89A_Core_15_C04_S28_comb,Mel89,B_cell,B_cell,2231,-13.826,15.0565,-0.0417,-0.1004,Not cycling,,"","",treatment.naive,Tirosh
CY84_PRIM_POS_ALL_8_B06_S114_comb,Mel84,Macrophage,Macrophage,2168,-29.4872,17.3071,-0.1228,-0.2562,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S291_E03_S291_comb,Mel80,B_cell,B_cell,3976,-13.3004,16.9628,-0.1144,-0.0412,Not cycling,,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S266_D02_S266_comb,Mel80,B_cell,B_cell,1988,-12.9783,17.7721,-0.1099,-0.0265,Not cycling,,"","",treatment.naive,Tirosh
cy53_1_CD45_pos_1_A09_S9_comb,Mel53,NK_cell,NK_cell,5575,3.2657,-10.9394,-0.057,0.1132,Not cycling,,"","",treatment.naive,Tirosh
CY89FNA_F08_S260_comb,Mel89,"",Unassigned,2109,3.1304,-10.1312,,,"",,"","",treatment.naive,Tirosh
CY89A_CD45_POS_10_A02_S194_comb,Mel89,B_cell,B_cell,3313,-12.283,15.893,0.1153,-0.0617,Not cycling,,"","",treatment.naive,Tirosh
Cy81_Bulk_CD45_G08_S176_comb,Mel81,Fibroblast,Fibroblast,3296,3.7731,-36.4007,-0.0629,-0.091,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_E09_S441_comb,Mel80,T_cell,T_Cell_CD8,3893,4.6333,-9.1644,0.3039,0.1839,Not cycling,1.6267,CD8 - Memory/Naive1,CD8 - Memory/Naive1,treatment.naive,Tirosh
cy80_CD_90_pos_C05_S893_comb,Mel80,Fibroblast,Fibroblast,8425,-12.0105,-7.2047,2.2125,2.3293,Intermediate,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_4_E08_S56_comb,Mel60,T_cell,T_cell,3073,2.6234,-10.2008,-0.1242,-0.1769,Not cycling,,"","",post.treatment,Tirosh
CY94CD45POS_1_C03_S123_comb,Mel94,B_cell,B_cell,6925,20.7933,-2.8454,-0.0929,-0.2661,Not cycling,0.9376,MHC-II,"",post.treatment,Tirosh
cy80_Cd45_pos_Pd1_neg_S342_G06_S342_comb,Mel80,B_cell,B_cell,3207,-12.5261,17.7002,0.0289,0.0528,Not cycling,,"","",treatment.naive,Tirosh
CY88CD45_150813_D09_S333_comb,Mel88,B_cell,B_cell,4617,-11.0036,7.7721,1.5925,0.819,G1/S,,"","",post.treatment,Tirosh
CY89A_CD45_POS_6_F01_S157_comb,Mel89,NK_cell,NK_cell,3250,4.4418,-9.3368,-0.0914,-0.0075,Not cycling,,"","",treatment.naive,Tirosh
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A12_S12_comb,Mel79,"",Unassigned,2400,18.7266,-29.7884,,,"",,"","",treatment.naive,Tirosh
cy80_Cd45_pos_Pd1_neg_S369_H09_S369_comb,Mel80,B_cell,B_cell,3723,-13.346,16.7962,-0.1742,0.0545,Not cycling,,"","",treatment.naive,Tirosh
CY84_PRIM_POS_ALL_7_F12_S264_comb,Mel84,Macrophage,Macrophage,3337,-29.1856,17.2932,-0.0212,-0.2353,Not cycling,,"","",treatment.naive,Tirosh
CY84_PRIM_POS_ALL_7_F02_S254_comb,Mel84,Malignant,Malignant,8371,-7.8377,6.1981,1.8097,1.6909,Intermediate,,"","",treatment.naive,Tirosh
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B05_S977_comb,Mel60,B_cell,B_cell,2824,-7.9453,17.8188,-0.0025,-0.0452,Not cycling,0.7621,MHC-II,"",post.treatment,Tirosh
cy94_cd45neg_cd90pos_F11_S359_comb,Mel94,Fibroblast,Fibroblast,7669,3.045,-26.7068,-0.0082,-0.1366,Not cycling,,"","",post.treatment,Tirosh
cy79_p3_CD45_pos_PD1_neg_F01_S157_comb,Mel79,B_cell,B_cell,3695,-14.1284,17.029,-0.017,0.0126,Not cycling,,"","",treatment.naive,Tirosh
cy80_CD45_neg_D01_S421_comb,Mel80,"",Unassigned,4500,4.6628,-9.722,,,"",,"","",treatment.naive,Tirosh
