cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment
cy80_CD_90_pos_B04_S880_comb,80,Fibroblast,8167,-28.8361,-5.9452,0.1033,0.3208,Not cycling,,"",""
cy60_1_cd_45_pos_3_D01_S325_comb,60,T_cell,3188,-2.9814,11.3686,0.7141,0.1315,G1/S,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B10_S982_comb,60,B_cell,2132,-17.8623,9.0062,-0.0727,-0.0541,Not cycling,,"",""
cy60_1_cd_45_pos_4_G02_S74_comb,60,B_cell,3097,-17.8812,9.0137,0.0891,-0.2237,Not cycling,,"",""
cy88_cd_45_pos_B07_S403_comb,88,T_cell,2671,-3.5907,9.808,0.0777,0.113,Not cycling,0.5029,CD4 - Naive2,""
cy60_1_cd_45_pos_4_D12_S48_comb,60,"",2492,-21.4515,3.6001,,,"",,"",""
cy60_1_cd_45_pos_3_A02_S290_comb,60,T_cell,3326,12.2532,8.1496,1.3614,-0.0813,G1/S,,"",""
cy88_cd_45_pos_C09_S417_comb,88,T_cell,2855,-2.8426,10.1862,-0.0502,-0.0173,Not cycling,0.5831,CD4 - Cytotoxic,""
cy88_cd_45_pos_E05_S437_comb,88,"",2476,19.4286,36.8055,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D06_S1002_comb,60,B_cell,2239,-22.3986,4.2576,-0.193,-0.0712,Not cycling,,"",""
cy88_cd_45_pos_G05_S461_comb,88,"",2825,24.88,-10.2992,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A05_S965_comb,60,B_cell,2636,-22.6119,2.9368,-0.0929,0.0565,Not cycling,,"",""
cy88_cd_45_pos_C07_S415_comb,88,T_cell,3167,-2.1623,9.1705,0.112,-0.1548,Not cycling,0.4746,CD4 - Interferon,""
cy88_cd_45_pos_E01_S433_comb,88,T_cell,2647,-3.2827,10.9046,-0.055,0.1716,Not cycling,0.4584,CD8 - Unassigned2,""
cy60_1_cd_45_pos_4_E09_S57_comb,60,T_cell,3517,17.4706,11.4302,-0.0993,-0.0606,Not cycling,,"",""
cy60_1_cd_45_pos_3_G04_S364_comb,60,T_cell,3596,15.9105,12.0888,0.0562,0.1207,Not cycling,,"",""
cy60_1_cd_45_pos_4_C10_S34_comb,60,T_cell,2770,-3.4591,14.1812,0.2237,-0.1458,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C12_S996_comb,60,B_cell,2308,-22.561,4.8471,0.1341,-0.1042,Not cycling,,"",""
cy88_cd_45_pos_G02_S458_comb,88,T_cell,2646,7.9708,11.5564,0.0247,0.114,Not cycling,1.0357,CD8 - Dysfunction,CD8 - Dysfunction
cy60_1_cd_45_pos_4_E02_S50_comb,60,T_cell,3082,17.4314,11.2593,0.0143,0.1099,Not cycling,,"",""
cy88_cd_45_pos_H10_S478_comb,88,T_cell,3161,4.8231,19.611,0.2115,0.1647,Not cycling,1.4048,CD4 - Dysfunction,CD4 - Dysfunction
cy60_1_cd_45_pos_4_E06_S54_comb,60,B_cell,3111,-19.5117,5.089,-0.056,-0.0491,Not cycling,,"",""
cy60_1_cd_45_pos_4_A10_S10_comb,60,"",3084,-20.4275,5.6215,,,"",,"",""
cy60_1_cd_45_pos_3_H04_S376_comb,60,T_cell,2797,1.6524,11.2972,0.0968,-0.0346,Not cycling,,"",""
cy88_cd_45_pos_F07_S451_comb,88,T_cell,2530,-3.3334,10.4987,-0.0792,0.1609,Not cycling,0.5533,CD8 - Memory/Naive1,""
cy60_1_cd_45_pos_3_G02_S362_comb,60,B_cell,3247,-21.5306,3.6378,0.1074,-0.1139,Not cycling,,"",""
cy88_cd_45_pos_H07_S475_comb,88,T_cell,5542,12.8861,7.337,2.1759,0.3648,G1/S,2.5208,CD8 - Cell Cycle,CD8 - Cell Cycle
cy60_1_cd_45_pos_4_E07_S55_comb,60,B_cell,2920,-21.6219,3.9354,-0.0393,-0.0959,Not cycling,,"",""
cy80_CD_90_pos_F09_S933_comb,80,Fibroblast,3061,-29.0357,-5.9561,1.2259,1.9524,G2/M,,"",""
cy60_1_cd_45_pos_4_B11_S23_comb,60,T_cell,3111,1.1926,11.5271,-0.0933,-0.1392,Not cycling,,"",""
cy80_CD_90_pos_F03_S927_comb,80,"",3248,-4.8769,-0.3632,,,"",,"",""
cy60_1_cd_45_pos_3_C07_S319_comb,60,T_cell,2717,-1.178,12.7098,-0.103,-0.0877,Not cycling,,"",""
cy88_cd_45_pos_E06_S438_comb,88,Macrophage,4382,17.5436,-17.8862,-0.0759,0.1801,Not cycling,,"",""
cy60_1_cd_45_pos_3_H12_S384_comb,60,T_cell,4912,11.418,6.9604,0.7439,2.7069,G2/M,,"",""
cy60_1_cd_45_pos_3_F03_S351_comb,60,B_cell,3946,-23.0074,3.2786,-0.0697,-0.1212,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D02_S998_comb,60,B_cell,2793,-23.0025,4.0089,0.0638,-0.0717,Not cycling,,"",""
cy88_cd_45_pos_B11_S407_comb,88,"",2103,-15.6813,7.9835,,,"",,"",""
cy60_1_cd_45_pos_4_D10_S46_comb,60,T_cell,3207,9.0095,7.4726,-0.1431,0.0658,Not cycling,,"",""
cy60_1_cd_45_pos_3_H10_S382_comb,60,B_cell,2147,-22.733,4.5962,-0.0171,-0.1429,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H06_S1050_comb,60,B_cell,3010,-23.2169,3.4793,-0.1598,-0.1413,Not cycling,,"",""
cy88_cd_45_pos_H11_S479_comb,88,T_cell,3136,8.0212,10.3039,0.1734,0.1792,Not cycling,1.5712,CD8 - Cytotoxic,CD8 - Cytotoxic
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B01_S973_comb,60,B_cell,3182,-18.4115,15.6398,-0.1202,0.1034,Not cycling,,"",""
cy60_1_cd_45_pos_4_A12_S12_comb,60,B_cell,2943,-21.2652,4.6523,-0.0435,-0.1534,Not cycling,,"",""
cy60_1_cd_45_pos_3_F05_S353_comb,60,B_cell,2277,-22.7879,4.1097,-0.0886,-0.0996,Not cycling,,"",""
cy60_1_cd_45_pos_3_B06_S306_comb,60,T_cell,2975,15.9928,12.0975,0.1403,0.2849,Not cycling,,"",""
cy60_1_cd_45_pos_3_F08_S356_comb,60,T_cell,2792,17.1904,11.9482,-0.1657,-0.0865,Not cycling,,"",""
cy60_1_cd_45_pos_3_D05_S329_comb,60,B_cell,2620,-22.5687,3.4726,-0.0733,-0.164,Not cycling,,"",""
cy60_1_cd_45_pos_3_E08_S344_comb,60,B_cell,4067,-22.346,4.455,-0.0519,0.0681,Not cycling,,"",""
cy60_1_cd_45_pos_3_C03_S315_comb,60,T_cell,3240,8.7593,11.2495,-0.0728,-0.0447,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A12_S972_comb,60,B_cell,2675,-23.0419,4.3592,-0.121,0.0473,Not cycling,,"",""
cy60_1_cd_45_pos_3_C10_S322_comb,60,B_cell,2897,-22.8784,3.833,-0.1389,-0.2078,Not cycling,,"",""
cy88_cd_45_pos_H06_S474_comb,88,T_cell,3733,-4.001,10.3334,0.0382,0.4039,Not cycling,1.0392,CD8 - Naive2,CD8 - Naive2
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A10_S970_comb,60,B_cell,3376,-23.1131,4.1456,-0.0836,-0.1221,Not cycling,,"",""
cy60_1_cd_45_pos_3_E05_S341_comb,60,B_cell,2649,-20.921,3.5456,0.0749,-0.1409,Not cycling,,"",""
cy80_CD_90_pos_F07_S931_comb,80,Fibroblast,7958,-29.0458,-5.8533,0.0245,0.4808,Not cycling,,"",""
cy60_1_cd_45_pos_3_D03_S327_comb,60,B_cell,3475,-22.7692,3.3286,-0.0081,0.0732,Not cycling,,"",""
cy60_1_cd_45_pos_3_E02_S338_comb,60,T_cell,6648,16.7203,11.5749,0.9066,-0.0062,G1/S,,"",""
cy80_CD_90_pos_C05_S893_comb,80,Fibroblast,8425,-28.9367,-6.0581,2.178,2.2767,Intermediate,,"",""
cy60_1_cd_45_pos_4_E08_S56_comb,60,NK_cell,3073,0.1012,4.9358,-0.0808,0.0299,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B05_S977_comb,60,B_cell,2824,-22.8018,3.3237,0.0248,0.0403,Not cycling,,"",""
cy60_1_cd_45_pos_4_D06_S42_comb,60,T_cell,2201,-2.1441,14.2293,-0.1163,-0.2333,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H01_S1045_comb,60,T_cell,2490,3.656,13.1268,0.1028,-0.1063,Not cycling,,"",""
cy88_cd_45_pos_F06_S450_comb,88,"",2499,-17.7888,5.7826,,,"",,"",""
cy60_1_cd_45_pos_4_D07_S43_comb,60,T_cell,2786,-5.6279,12.6849,-0.1179,0.0397,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E07_S1015_comb,60,T_cell,3237,8.5951,10.9669,-0.0653,0.0683,Not cycling,,"",""
cy60_1_cd_45_pos_4_C09_S33_comb,60,B_cell,2778,-20.4053,4.2284,-0.0238,0.0184,Not cycling,,"",""
cy80_CD_90_pos_B02_S878_comb,80,Fibroblast,8197,-28.8682,-5.8782,2.4053,2.1319,Intermediate,,"",""
cy60_1_cd_45_pos_4_G07_S79_comb,60,T_cell,3207,-1.1328,12.3971,-0.0703,-0.0091,Not cycling,,"",""
cy60_1_cd_45_pos_4_H06_S90_comb,60,B_cell,4405,-21.9424,3.8049,-0.0245,-0.1021,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H08_S1052_comb,60,"",3224,-4.8522,0.1872,,,"",,"",""
cy88_cd_45_pos_3_F09_S645_comb,88,T_cell,3674,-2.9934,10.6074,-0.0146,0.379,Not cycling,1.0795,CD4 - Treg,CD4 - Treg
cy60_1_cd_45_neg_3_F09_S549_comb,60,Malignant,8264,-3.6811,-27.196,1.3219,0.5415,G1/S,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C05_S989_comb,60,"",2861,-21.7545,5.0802,,,"",,"",""
cy60_1_cd_45_pos_3_E11_S347_comb,60,Macrophage,2343,18.0639,-17.1257,0.0137,-0.1325,Not cycling,,"",""
cy60_1_cd_45_pos_4_C11_S35_comb,60,NK_cell,2177,-0.018,5.5259,0.0773,-0.1169,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H03_S1047_comb,60,B_cell,2876,-22.8264,3.1802,0.075,-0.1597,Not cycling,,"",""
cy60_1_cd_45_pos_4_E03_S51_comb,60,B_cell,2999,-20.3792,4.5578,0.1263,-0.146,Not cycling,,"",""
cy60_1_cd_45_pos_4_A03_S3_comb,60,B_cell,3583,-21.345,4.0757,-0.1447,-0.0633,Not cycling,,"",""
cy88_cd_45_pos_3_C09_S609_comb,88,T_cell,3136,-3.2895,10.3933,-0.0466,-0.0769,Not cycling,1.3029,CD4 - Dysfunction,CD4 - Dysfunction
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E10_S1018_comb,60,T_cell,4369,12.5502,7.9926,1.7997,0.2923,G1/S,,"",""
cy88_cd_45_pos_3_B09_S597_comb,88,T_cell,3215,-3.3881,10.8467,-0.0192,-0.0539,Not cycling,0.9766,CD8 - Memory/Naive1,""
cy60_1_cd_45_pos_4_H03_S87_comb,60,T_cell,3154,-2.9687,12.9701,-0.0556,-0.243,Not cycling,,"",""
cy60_1_cd_45_neg_1_D11_S239_comb,60,Malignant,3594,-5.0328,-25.0023,-0.1868,-0.2626,Not cycling,,"",""
cy80_CD_90_pos_G06_S942_comb,80,Fibroblast,9218,-29.1412,-5.8731,2.5985,1.8278,Intermediate,,"",""
cy88_cd_45_pos_E07_S439_comb,88,T_cell,2449,-3.3063,18.6549,-0.0868,-0.0512,Not cycling,1.1013,CD8 - Naive2,CD8 - Naive2
cy60_1_cd_45_pos_3_F07_S355_comb,60,B_cell,3134,-23.0418,4.2339,-0.0933,-0.1175,Not cycling,,"",""
cy60_1_cd_45_pos_4_D08_S44_comb,60,B_cell,2257,-22.5387,4.0401,0.0475,0.0559,Not cycling,,"",""
cy60_1_cd_45_pos_4_C01_S25_comb,60,"",3904,12.0369,7.0942,,,"",,"",""
cy60_1_cd_45_pos_3_B07_S307_comb,60,T_cell,3660,17.1123,11.8434,0.0845,0.178,Not cycling,,"",""
cy60_1_cd_45_pos_4_G04_S76_comb,60,"",3583,-18.4819,6.8639,,,"",,"",""
cy88_cd_45_pos_3_D03_S615_comb,88,T_cell,2330,7.5325,10.6304,0.2238,-0.0756,Not cycling,1.1342,CD8 - Cytotoxic,CD8 - Cytotoxic
cy88_cd_45_pos_F09_S453_comb,88,T_cell,2738,-2.7989,10.5472,-0.132,0.1321,Not cycling,0.9913,CD8 - Unassigned2,""
cy80_cd_90_neg_C03_S123_comb,80,"",2178,-27.2218,-6.7985,,,"",,"",""
cy60_1_cd_45_pos_3_B05_S305_comb,60,T_cell,2575,0.2929,11.5203,0.0835,-0.0179,Not cycling,,"",""
cy60_1_cd_45_pos_4_B12_S24_comb,60,T_cell,4694,13.0624,7.6303,2.5048,0.7244,G1/S,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G05_S1037_comb,60,B_cell,2922,-20.5331,5.9726,0.4471,0.2382,Not cycling,,"",""
cy60_1_cd_45_pos_3_A06_S294_comb,60,B_cell,2437,-22.926,3.9122,0.0452,0.247,Not cycling,,"",""
cy88_cd_45_pos_C11_S419_comb,88,T_cell,3028,-4.8336,11.2127,-0.1474,-0.2523,Not cycling,0.6656,CD8 - Naive2,""
cy60_1_cd_45_pos_3_G07_S367_comb,60,B_cell,3606,19.2983,36.6751,-0.1861,0.1715,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H02_S1046_comb,60,B_cell,2259,-22.5806,3.054,-0.0622,-0.0719,Not cycling,,"",""
cy60_1_cd_45_pos_3_H06_S378_comb,60,B_cell,2658,-22.8046,3.1425,-0.1674,0.0414,Not cycling,,"",""
cy80_CD_90_pos_E03_S915_comb,80,"",2793,-5.556,-0.481,,,"",,"",""
cy60_1_cd_45_pos_4_D11_S47_comb,60,T_cell,3165,16.6605,11.5916,0.1757,0.2246,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D07_S1003_comb,60,T_cell,3038,17.5637,11.7334,-0.0444,0.0955,Not cycling,,"",""
cy60_1_cd_45_pos_4_B06_S18_comb,60,"",3458,-0.4011,6.2625,,,"",,"",""
cy60_1_cd_45_pos_4_H08_S92_comb,60,B_cell,5111,-21.8116,4.4721,1.3282,0.311,G1/S,,"",""
cy60_1_cd_45_pos_3_H01_S373_comb,60,T_cell,3654,17.205,11.7034,0.1619,0.2089,Not cycling,,"",""
cy60_1_cd_45_pos_4_E04_S52_comb,60,T_cell,2954,-5.5669,13.2995,-0.047,-0.0637,Not cycling,,"",""
cy88_cd_45_pos_E11_S443_comb,88,T_cell,3864,-3.4757,10.0066,-0.1717,0.2346,Not cycling,1.3608,CD4 - Treg,CD4 - Treg
cy80_CD_90_pos_D03_S903_comb,80,"",3535,-28.9405,-6.1804,,,"",,"",""
cy60_1_cd_45_pos_3_F01_S349_comb,60,T_cell,3699,5.1481,19.5043,-0.032,0.1262,Not cycling,,"",""
cy88_cd_45_pos_B09_S405_comb,88,T_cell,3101,-2.822,9.6949,-0.253,0.2396,Not cycling,0.5328,CD8 - Unassigned2,""
cy88_cd_45_pos_3_D09_S621_comb,88,T_cell,2468,-3.5509,10.4942,0.0939,0.2881,Not cycling,0.9677,CD8 - Naive2,""
cy88_cd_45_pos_F03_S447_comb,88,T_cell,3441,-3.2895,9.604,0.0632,0.3114,Not cycling,0.3322,CD4 - Interferon,""
cy60_1_cd_45_pos_3_A10_S298_comb,60,"",2178,-6.3784,2.6711,,,"",,"",""
cy60_1_cd_45_pos_3_D04_S328_comb,60,B_cell,2861,-22.4526,3.1813,0.0343,-0.2101,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C09_S993_comb,60,"",2306,-22.7087,4.0657,,,"",,"",""
cy60_1_cd_45_pos_4_H02_S86_comb,60,T_cell,2749,5.2038,15.2259,0.0095,0.0327,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H11_S1055_comb,60,"",3715,-23.3115,4.0713,,,"",,"",""
cy60_1_cd_45_pos_3_D09_S333_comb,60,"",2824,-2.7343,11.2331,,,"",,"",""
cy80_cd_90_neg_G12_S180_comb,80,"",2455,-27.3872,-6.7267,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F08_S1028_comb,60,"",2841,14.1947,-17.1926,,,"",,"",""
cy80_CD_90_pos_B06_S882_comb,80,Fibroblast,7929,-29.0868,-6.0636,2.6097,1.5186,G1/S,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B03_S975_comb,60,B_cell,2928,-16.3551,7.7789,-0.1107,0.0503,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C04_S988_comb,60,B_cell,2931,-22.772,4.1838,0.0301,0.0049,Not cycling,,"",""
cy88_cd_45_pos_F02_S446_comb,88,NK_cell,3281,-0.8181,6.0778,-0.1119,0.0996,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B02_S974_comb,60,B_cell,2834,-23.0282,3.8807,-0.1379,-3e-04,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G08_S1040_comb,60,"",2724,-22.2007,3.9762,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F05_S1025_comb,60,B_cell,2214,-21.2554,3.35,-0.1025,-0.1024,Not cycling,,"",""
cy60_1_cd_45_pos_3_G08_S368_comb,60,B_cell,2678,-20.6779,4.3309,-0.0478,-0.0092,Not cycling,,"",""
cy60_1_cd_45_pos_3_E09_S345_comb,60,T_cell,2498,2.8025,11.0135,-0.1227,0.0016,Not cycling,,"",""
cy60_1_cd_45_pos_4_C08_S32_comb,60,Macrophage,4110,14.655,-17.5103,-0.1077,0.0745,Not cycling,,"",""
cy88_cd_45_pos_F04_S448_comb,88,T_cell,2451,-1.7092,9.7069,-0.1273,0.0105,Not cycling,0.699,CD4 - Cytotoxic,""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B04_S976_comb,60,B_cell,2877,19.176,36.5513,-0.1602,0.1244,Not cycling,,"",""
cy60_1_cd_45_pos_4_G11_S83_comb,60,B_cell,2607,-18.8958,8.4016,-0.0301,0.0947,Not cycling,,"",""
cy60_1_cd_45_pos_3_A07_S295_comb,60,NK_cell,3917,-0.5788,5.797,1.5295,0.3677,G1/S,,"",""
cy60_1_cd_45_pos_3_G03_S363_comb,60,T_cell,4012,17.3575,11.726,0.7374,0.1785,G1/S,,"",""
cy60_1_cd_45_pos_4_C07_S31_comb,60,NK_cell,3277,-0.6466,6.0842,-0.0476,0.0137,Not cycling,,"",""
cy60_1_cd_45_pos_4_A01_S1_comb,60,T_cell,2493,-0.2449,11.688,0.0744,-0.0257,Not cycling,,"",""
cy60_1_cd_45_pos_4_G09_S81_comb,60,B_cell,3352,-21.9081,3.4143,-0.1137,-0.2345,Not cycling,,"",""
cy60_1_cd_45_pos_4_H07_S91_comb,60,T_cell,2955,9.9938,10.2611,-0.0707,-0.0093,Not cycling,,"",""
cy60_1_cd_45_neg_1_D12_S240_comb,60,"",4268,-5.0663,0.6205,,,"",,"",""
cy80_CD_90_pos_E05_S917_comb,80,Fibroblast,8542,-28.8409,-6.0625,0.685,0.5141,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B11_S983_comb,60,"",2841,-23.0574,4.0492,,,"",,"",""
cy88_cd_45_pos_3_C07_S607_comb,88,T_cell,2831,-2.9792,10.1005,0.127,-0.0518,Not cycling,0.2618,CD4 - Naive2,""
cy60_1_cd_45_neg_1_C08_S224_comb,60,Malignant,6339,-5.209,-26.4529,0.071,0.098,Not cycling,,"",""
cy88_cd_45_pos_E03_S435_comb,88,T_cell,2360,-1.8781,9.3272,-0.1413,-0.0712,Not cycling,0.3983,CD4 - Cytotoxic,""
cy60_1_cd_45_pos_3_D02_S326_comb,60,B_cell,3593,-21.9,4.9509,0.1169,0.033,Not cycling,,"",""
cy88_cd_45_pos_F05_S449_comb,88,"",3434,19.1816,36.5603,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G02_S1034_comb,60,"",2465,14.3901,-16.2198,,,"",,"",""
cy88_cd_45_pos_3_F05_S641_comb,88,NK_cell,2854,-1.6864,8.3398,0.0206,0.2682,Not cycling,,"",""
cy88_cd_45_pos_3_D11_S623_comb,88,T_cell,2079,3.067,11.932,0.1198,0.2098,Not cycling,1.4769,CD8 - Cytotoxic,CD8 - Cytotoxic
cy60_1_cd_45_pos_4_A09_S9_comb,60,T_cell,2862,-3.54,13.1122,0.067,-0.3084,Not cycling,,"",""
cy60_1_cd_45_pos_4_D09_S45_comb,60,T_cell,2465,-4.7737,11.7272,0.1533,-0.0554,Not cycling,,"",""
cy88_cd_45_pos_E09_S441_comb,88,T_cell,3411,-3.8177,10.5617,-0.0855,0.0545,Not cycling,0.8273,CD4 - Naive2,""
cy88_cd_45_pos_D01_S421_comb,88,NK_cell,2035,-0.6068,5.6118,-0.1132,-0.1589,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E02_S1010_comb,60,B_cell,3232,-22.979,4.2903,-0.041,-0.1387,Not cycling,,"",""
cy60_1_cd_45_pos_3_B02_S302_comb,60,"",3168,19.281,36.6576,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A08_S968_comb,60,B_cell,3722,-21.3795,5.2805,0.0417,0.1029,Not cycling,,"",""
cy60_1_cd_45_pos_3_F06_S354_comb,60,T_cell,4735,13.148,-0.2849,-0.0609,-0.016,Not cycling,,"",""
cy60_1_cd_45_pos_4_H12_S96_comb,60,B_cell,3076,-20.8492,4.7911,-0.1051,0.0423,Not cycling,,"",""
cy60_1_cd_45_pos_4_A04_S4_comb,60,B_cell,2968,-20.1743,5.5891,-0.1016,-0.1044,Not cycling,,"",""
cy60_1_cd_45_pos_3_H02_S374_comb,60,T_cell,3335,-2.3701,9.9977,0.2065,-0.207,Not cycling,,"",""
cy60_1_cd_45_pos_3_G10_S370_comb,60,B_cell,3673,-22.1405,4.5409,-0.0988,0.1391,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D05_S1001_comb,60,B_cell,2484,-18.1368,9.1424,-0.0928,-0.0658,Not cycling,,"",""
cy60_1_cd_45_pos_3_C11_S323_comb,60,T_cell,2918,9.2648,11.1922,0.0513,0.1,Not cycling,,"",""
cy60_1_cd_45_pos_3_F02_S350_comb,60,T_cell,2601,-0.9429,12.2554,-0.1512,-0.0723,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G07_S1039_comb,60,"",2882,-17.09,8.6109,,,"",,"",""
cy60_1_cd_45_pos_4_G08_S80_comb,60,T_cell,4236,11.6402,8.7948,1.2074,0.3054,G1/S,,"",""
cy88_cd_45_pos_3_F04_S640_comb,88,T_cell,3305,-2.9797,10.4627,0.0334,-0.0224,Not cycling,0.775,CD4 - Naive2,""
cy80_cd_90_neg_H12_S192_comb,80,"",3780,-27.6061,-6.6216,,,"",,"",""
cy88_cd_45_pos_H12_S480_comb,88,"",12647,-10.4577,9.1926,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H10_S1054_comb,60,"",2178,-21.6442,3.3853,,,"",,"",""
cy60_1_cd_45_pos_4_B02_S14_comb,60,B_cell,3662,-18.4306,15.4224,0.4903,-0.0545,Not cycling,,"",""
cy60_1_cd_45_pos_4_H09_S93_comb,60,T_cell,3210,17.1981,11.2,-0.1632,-0.111,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H07_S1051_comb,60,B_cell,3155,-23.1467,3.6964,0.0867,0.0456,Not cycling,,"",""
cy60_1_cd_45_pos_3_D11_S335_comb,60,T_cell,3202,-1.0411,12.3564,-0.0512,0.0717,Not cycling,,"",""
cy60_1_cd_45_pos_3_C08_S320_comb,60,T_cell,2183,-1.738,11.2984,-0.032,-0.0473,Not cycling,,"",""
cy60_1_cd_45_pos_3_E06_S342_comb,60,B_cell,3712,-17.209,9.2368,-0.0042,0.0423,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B12_S984_comb,60,B_cell,2230,-22.0397,3.5955,-0.0081,0.0411,Not cycling,,"",""
cy60_1_cd_45_neg_3_H06_S570_comb,60,Malignant,6491,-4.5199,-26.6774,0.2868,0.2169,Not cycling,,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E03_S1011_comb,60,B_cell,3300,-22.6625,4.8766,-0.0865,-0.1977,Not cycling,,"",""
cy88_cd_45_pos_C02_S410_comb,88,T_cell,4596,13.1376,-0.268,0.0259,-0.2599,Not cycling,0.0417,CD8 - Glycolysis/MYC,""
cy60_1_cd_45_pos_3_E07_S343_comb,60,B_cell,5358,13.2105,-0.6467,0.2142,0.2723,Not cycling,,"",""
cy60_1_cd_45_pos_3_A08_S296_comb,60,B_cell,3716,-18.1043,15.9067,1.3295,0.9564,Intermediate,,"",""
cy60_1_cd_45_pos_3_G11_S371_comb,60,T_cell,3203,8.0583,12.3326,-0.0048,0.1215,Not cycling,,"",""
cy60_1_cd_45_pos_4_E01_S49_comb,60,Macrophage,3666,12.8649,-17.1431,-0.0439,0.0479,Not cycling,,"",""
cy60_1_cd_45_pos_3_F11_S359_comb,60,T_cell,3172,16.3016,11.6237,0.1748,-0.0748,Not cycling,,"",""
cy88_cd_45_pos_3_B11_S599_comb,88,T_cell,3069,9.3897,10.0595,0.0605,0.1098,Not cycling,1.3284,CD8 - Cytotoxic,CD8 - Cytotoxic
cy88_cd_45_pos_G11_S467_comb,88,T_cell,2702,-3.6807,10.4922,0.0245,0.2111,Not cycling,0.5082,CD8 - Dysfunction,""
cy60_1_cd_45_neg_3_G10_S562_comb,60,Malignant,6968,-3.6741,-27.3458,0.0834,0.1941,Not cycling,,"",""
cy88_cd_45_pos_3_F11_S647_comb,88,NK_cell,2366,0.0463,4.9976,-0.0829,-0.1244,Not cycling,,"",""
cy60_1_cd_45_pos_4_B09_S21_comb,60,T_cell,3018,-4.6849,14.4587,0.023,0.1375,Not cycling,,"",""
cy60_1_cd_45_pos_3_D06_S330_comb,60,T_cell,3188,9.3381,10.8609,0.1589,-0.2311,Not cycling,,"",""
cy60_1_cd_45_neg_1_D07_S235_comb,60,Malignant,6688,-3.3974,-26.8297,1.7656,1.1957,Intermediate,,"",""
cy60_1_cd_45_pos_3_B03_S303_comb,60,"",3346,13.9415,-17.2069,,,"",,"",""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D12_S1008_comb,60,T_cell,2605,8.4414,11.6117,-0.0529,0.0123,Not cycling,,"",""
cy88_cd_45_pos_3_H08_S668_comb,88,T_cell,2295,-2.7483,10.696,0.0582,-0.2273,Not cycling,0.3317,CD8 - Naive3,""
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G04_S1036_comb,60,B_cell,2310,-20.8651,3.5749,-0.1029,-0.0369,Not cycling,,"",""
cy88_cd_45_pos_D02_S422_comb,88,T_cell,2421,-3.3158,9.8854,0.0714,-0.0904,Not cycling,0.5072,CD8 - Naive2,""
